kdn kontonr;name 001;ans ustid;ans ustid2;Bearbeiter;Bearbeitungsstatus;Bearbeitungsart;Organisationsebene;Adresse Hauptsitz
44174;REMONDIS B.V.;NL812618142B01;NL812618142B01;0;Grün;Final;Abhängige Niederlassung;Remondis Nederland B.V. , Lichtenvoorde, Niederlande
44194;Qualytools;ATU56428235;ATU56428235;0;;;;
44199;Studierendenwerk Freiburg a. d. ö. R.;DE142117828;;SK;Grün;Final;Hauptsitz;
44221;SSI Schäfer Shop NV;BE0414944620;BE0414944620;SK3;Grün;Final;Hauptsitz;
44230;REMONDIS Gevaarlijk Afval B.V.;NL006457654B01;NL006457654B01;0;Grün;Final ;Hauptsitz;REMONDIS Gevaarlijk Afval B.V. Vestiging Lichtenvoorde, Albert Schweitzerstraat 23, 7131 PG Lichtenvoorde, Niederlande 
44240;STAHL Europe bv;NL001188288B01;NL001188288B01;0;;;;
44242;Renewi Nederland b.v.;NL800259841B01;NL800259841B01;SK3;;;;
44250;SSI SCHÄFER B.V.;NL009746766B01;NL009746766B01;0;Grün;Final;Hauptsitz;
44270;RENEWI BELGIUM NV;BE0429366144;BE0429366144;0;;;;
44271;SUEZ Schiedam;NL804714423B01;NL804714423B01;0;;;;
44272;RUFFENACH SA;FR27303587307;FR27303587307;0;;;;
44275;REMONDIS QR GmbH;DE812606680;;0;Grün;Final;Hauptsitz;
44278;Svealyft AB;SE556481842401;SE556481842401;0;;;;
44292;SOC DES ETS TALBOT SARL;FR62331913194;FR62331913194;0;;;;
44298;SAMATEC SAS;FR67351058797;FR67351058797;0;;;;
44301;RENEWI Nederland B.V.;NL800259841B01;NL800259841B01;0;;;;
44314;SUEZ R&R Belgium;BE0428531449;BE0428531449;0;;;;
44332;Skantrae B.V.;NL005433861B01;NL005433861B01;0;;;;
44337;Syresa S.L.;ESB47331244;ESB47331244;0;;;;
44338;REMONDIS Nederland B.V.;NL 8177.10.140.B02;NL817710140B02;SK3;Grün;Final;Abhängige Niederlassung;REMONDIS Nederland B.V. Galileistraat 18, 7131 PE Lichtenvoorde 
44351;SVK N.V.;BE0405056855;BE0405056855;0;;;;
44358;SAT;FR56795480169;FR56795480169;0;;;;
44362;Louis Ruys BV;NL003374312B01;NL003374312B01;0;;;;
44366;SR ENVIRONMENTAL SOLUTIONS LTD;MT20131926;MT20131926;0;;;;
44373;SUPRATEC SA;FR74622029528;FR74622029528;0;;;;
44381;REMONDIS Luxembourg S.à.r.l.;LU14866030;LU14866030;0;Grün;Final;Abhängige Niederlassung;REMONDIS Luxembourg S.àr.l., 19, rue du Commerce, 3895 Foetz, Luxemburg 
44387;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK;Grün;Final;Abhängige Niederlassung;
44389;SA Stokota NV;BE0405062102;BE0405062102;0;;;;
44394;Sabert Corporation Europe SA;BE0439984872;BE0439984872;0;;;;
44396;SIRC TOLERIE SARL;FR03791194756;FR03791194756;0;;;;
44407;STILL SASU;FR46348937012;FR46348937012;0;;;;
44422;Syngenta France SAS;FR11443716832;FR11443716832;0;;;;
44426;Syndicat intercommunal;LU16554707;LU16554707;0;;;;
44427;Saubermacher-Magyarország Kft.;HU13559212;HU13559212;0;;;;
44445;RWR REMONDIS Wertstoff-Recycling GmbH & Co. KG;DE 177836841;;0;Grün;Final;Hauptsitz;
44446;RWR REMONDIS Wertstoff-Recycling GmbH & Co. KG;DE177836841;;0;Grün;Final;Abhängige Niederlassung;RWR REMONDIS Wertstoff-Recycling GmbH & Co. KG, Industriestraße 18, 50735 Köln
44452;Schaeffler Savaria Kft.;HU11315315;HU11315315;0;;;;
44468;Remondis Recycling GmbH & Co. KG;DE255754341;;SK3;Grün;Final;Abhängige Niederlassung;REMONDIS Recycling GmbH & Co. KG, Econova-Allee 33, 45356 Essen
44469;Remitrans NV;BE0454234370;BE0454234370;0;;;;
44471;S.J. Spijker B.V.;NL008537811B01;NL008537811B01;0;;;;
44478;Schweißtechnik GmbH;DE 202526359;;SK3;Grün;Inaktiv/ Neue Adresse;;Umzug 01.01.21: Schweißtechnik GmbH, Im Heetwimkel 36, 46514 Schermbeck
44490;SUC Sächsische Umweltschutz Consulting GmbH;DE811137050;;SK;Grün;Final;Hauptsitz;
44497;SOLLEVATEC GmbH;IT02998870212;IT02998870212;0;;;;
44529;RENE LAURENT SA;FR60385012513;FR60385012513;0;;;;
44546;Renewi Van Vliet Groep;NL800259841B01;NL800259841B01;0;;;;
44575;Plastic Omnium;FR09778151944;FR09778151944;SK;Grün;;;
44580;Remondis Recycling GmbH & Co. KG;DE255754341;;SK3;Grün;Final;Abhängige Niederlassung;REMONDIS Recycling GmbH & Co. KG, Econova-Allee 33, 45356 Essen
44585;SULO CARAIBES ;FR90332127638;FR90332127638;SK;Grün;Final;Hauptsitz;
44588;Rubix Group;NL004129210B01;NL004129210B01;0;Grün;Final;Abhängige Niederlassung;RUBIX HOOFDKANTOOR BENELUX, BT Brammer B.V., Science Park Eindhoven 5047, 5692 EB Son en Breuggel, Niederlande
44592;STANKOVI EOOD;BG103596923;BG103596923;0;;;;
44604;stoba e-Systems GmbH;DE 316 722 837;;SK3;Grün;Final;Hauptsitz;
44610;Rubix Group;NL004129210B01;NL004129210B01;0;Nicht gefunden;;Abhängige Niederlassung;RUBIX HOOFDKANTOOR BENELUX, BT Brammer B.V., Science Park Eindhoven 5047, 5692 EB Son en Breuggel, Niederlande
44620;RUESS GmbH;DE 262056236;;SK3;Grün;Final;Hauptsitz;
44621;Renewi Belgium;BE0429366144;BE0429366144;0;;;;
44633;Rubix GmbH;DE812336107;;SK3;Grün;Final;Hauptsitz;
44641;SGS Nederland BV.;NL001855013B01;NL001855013B01;0;;;;
44645;Staplerwelt Onlineshop GmbH;DE323749817;;SK3;Grün;Fina;Hauptsitz;
44655;SSI SCHÄFER S.A.;BE0415960744;BE0415960744;0;Grün;Final;Hauptsitz;
44657;Rubix Group;NL004129210B01;NL004129210B01;0;Nicht gefunden;;Abhängige Niederlassung;RUBIX HOOFDKANTOOR BENELUX, BT Brammer B.V., Science Park Eindhoven 5047, 5692 EB Son en Breuggel, Niederlande
44674;Rubix Group;NL004129210B01;NL004129210B01;0;Grün;Final;Abhängige Niederlassung;RUBIX HOOFDKANTOOR BENELUX, BT Brammer B.V., Science Park Eindhoven 5047, 5692 EB Son en Breuggel, Niederlande
44676;Rubix GmbH;DE812336107;;0;Grün;Final;Abhängige Niederlassung;
44700;Stein HGS GmbH;DE202463807;;SK3;Grün;Final;Hauptsitz;
44703;STU-Tanktechnik GmbH & Co. KG; DE812703085;;SK3;Grün;Final;Hauptsitz;
44706;OREXAD;FR65320955396;FR65320955396;0;;;;
44710;SA Hydroliege;BE0443157465;BE0443157465;0;;;;
44717;REVERT SAS;FR69589801729;FR69589801729;0;;;;
44719;SD PACK SAS;FR90804575256;FR90804575256;SK3;;;;
44720;SAS ANTHALYS;FR57442942173;FR57442942173;0;;;;
44722;Rubix GmbH;DE812336107;;0;Grün;Final;Abhängige Niederlassung;
44727;SUEZ Treatment Solutions, SAU;ESA48022461;ESA48022461;0;;;;
44728;Strukton Civiel West B.V.;NL813763629B01;NL813763629B01;0;;;;
44732;STILL Finland;FI28817637;FI28817637;0;;;;
44745;REMONDIS GmbH & Co. KG - Region Ost;DE125906238;;SK;Grün;Final;Abhängige Niederlassung;REMONDIS GmbH & Co. KG, Region Ost, Pernitzer Straße 19a, 14797 Kloster Lehnin OT Prützke 
44748;STILL SASU;FR46348937012;FR46348937012;0;;;;
44763;Starlinger & Co. Gesellschaft m.b.H.;ATU14653604;ATU14653604;0;;;;
44770;STARK Deutschland GmbH;DE 813 094 241;;SK3;Grün;Final;Abhängige Niederlassung;STARK Deutschland GmbH, Hafeninsel 9, 63067 Offenbach am Main
44783;Max Schön GmbH;DE183471625;;SK3;Grün;Final;Hauptsitz;
44791;Rubix Group;NL004129210B01;NL004129210B01;0;Grün;Final;Abhängige Niederlassung;RUBIX HOOFDKANTOOR BENELUX, BT Brammer B.V., Science Park Eindhoven 5047, 5692 EB Son en Breuggel, Niederlande
44792;Spruit Transmissies BV;NL801999212B01;NL801999212B01;0;;;;
44794;STARK Deutschland GmbH;DE 813 094 241;;0;Grün;Final;Abhängige Niederlassung;STARK Deutschland GmbH, Hafeninsel 9, 63067 Offenbach am Main
44795;RWE Generation NL B.V.;NL856529576B01;NL856529576B01;0;;;;
44797;SULO FRANCE SAS;FR09778151944;FR09778151944;SK;Grün;Final;Hauptsitz;
44824;STARK Deutschland GmbH;DE 813 094 241;;0;Grün;Final;Abhängige Niederlassung;STARK Deutschland GmbH, Hafeninsel 9, 63067 Offenbach am Main
45065;Walter Rau Neusser Öl und Fett AG;DE120683581;;SK3;Grün;Final;Hauptsitz;
45081;AGRAVIS Technik Lenne-Lippe GmbH;DE811628153;;0;Grün;Final;Hauptsitz;
45195;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK3;Grün;Final;Abhängige Niederlassung;
45197;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK3;Grün;Final;Abhängige Niederlassung;
45199;REMONDIS GmbH & Co. KG;DE125906439;;0;Grün;Final;Hauptsitz;
45205;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK3;Grün;Final;Abhängige Niederlassung;
45268;RICHTER Fördertechnik GmbH & Co. KG;DE176717660;;SK3;Grün;Final ;;
45376;De Ronde & Drubbel N.V.;BE0404944712;BE0404944712;SK3;;;;
45405;Rottbeck Spedition GmbH;DE 814 062 688;;SK3;Grün;Final;Hauptsitz;
45509;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK3;Grün;Final;Hauptsitz;
45583;P. Raymakers & Zoon BVBA;BE0404982918;BE0404982918;0;;;;
45682;Richter Gabelstapler GmbH & Co. KG;DE116630028;;SK;Grün ;Final;Hauptsitz;
45822;GEBROEDERS ROSKAM BV;NL002184758B01;NL002184758B01;0;;;;
45836;REMONDIS Medison GmbH;DE 811776695;;0;Grün;Final;Abhängige Niederlassung;REMONDIS Medison GmbH, Hauptverwaltung Lünen, Brunnenstraße 138, 44536 Lünen
46012;AGRAVIS Technik Münsterland-Ems GmbH;DE811522370;;SK3;Grün;Final;Abhängige Niederlassung;
46117;REINERT S.a.r.l.;LU17542506;LU17542506;0;;;;
46164;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK3;Grün;Final;Abhängige Niederlassung;
46175;EGN Entsorgungsgesellschaft Niederrhein mbH;DE813771760;;SK;Grün;Final;Hauptsitz;
46176;EGN Entsorgungsgesellschaft Niederrhein mbH;DE813771760;;SK3;Grün;Final;Abhängige Niederlassung;
46255;REMONDIS Industrie Service GmbH;DE813781509;;SK;Grün;Final;Hauptsitz;
46299;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK3;Grün;Final;Abhängige Niederlassung;
46325;Rietveld Logistics;NL804632467B01;NL804632467B01;0;;;;
46342;Rotocar s.r.l.;IT02111990962;IT02111990962;0;;;;
46435;REMONDIS GmbH & Co. KG - Region West;DE125906439;;SK3;Grün;Final;Abhängige Niederlassung;
46460;ROUX S.A.S.;FR73342651130;FR73342651130;0;;;;
46462;REMONDIS Sp.z o.o.;PL7280132515;PL7280132515;SK3;Grün;Final;Hauptsitz;
46536;RAMPF Produktion Systems GmbH & Co. KG;DE 813 719 222;;SK3;Grün;Final;Hauptsitz;
46585;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;0;Grün;Final;Abhängige Niederlassung;
46593;Rotom NV;BE0418324970;BE0418324970;0;;;;
46639;RwT;ATU53805501;ATU53805501;0;;;;
46643;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK3;Grün;Final;Abhängige Niederlassung;
46664;RECOS Machines SAS;FR28337980080;FR28337980080;0;;;;
46695;S.C. RUD Florian Rieger SRL;RO15721889;RO15721889;0;;;;
46696;REMONDIS Medison GmbH;DE 811776695;;0;Grün;Final;Abhängige Niederlassung;REMONDIS Medison GmbH, Hauptverwaltung Lünen, Brunnenstraße 138, 44536 Lünen
46713;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;0;Grün;Final;Abhängige Niederlassung;
46729;REMONDIS Schweiz AG;CHE-107.968.682;;SK3;Grün;Final;Hauptsitz;
46730;Rala GmbH & Co. KG; DE 149115930;;SK3;Grün;Final;Hauptsitz;
46735;REMONDIS Nederland B.V.;NL 8177.10.140.B02;NL817710140B02;0;Adresse;Final;Abhängige Niederlassung;REMONDIS Nederland B.V. Galileistraat 18, 7131 PE Lichtenvoorde 
46752;Rhein-Sieg-Abfallwirtschaftsgesellschaft mbH;DE292042813;;SK;Grün;Final;Hauptsitz;
46783;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;0;Grün;Final;Abhängige Niederlassung;
46812;RUD-SpanSet Emeléstechnika Kft.;HU11185778;HU11185778;0;;;;
46870;Stakrak Limited;GB733611258;GB733611258;SK3;;;;
46883;4 Safety Sp.z o.o.;PL1251543135;PL1251543135;0;;;;
46904;Scheltec;NL128174171B01;NL128174171B01;0;;;;
46911;Carl Stahl Süd GmbH;DE811726093;;SK3;Grün;Final;Hauptsitz;
46928;Rala GmbH & Co. KG; DE 149115930;;0;Grün;Final;Abhängige Niederlassung;
46956;Suffel Fördertechnik GmbH & Co. KG;DE172529338;;0;Grün;Final;Abhängige Niederlassung;
46978;Carl Stahl Hebetechnik GmbH;ATU38684508;ATU38684508;0;Grün;Final;Hauptsitz;
46986;SPUR ENVIRONNEMENT SAS;FR61417573441;FR61417573441;0;;;;
47048;SARTORIUS Werkzeuge GmbH & Co. KG;DE121646877;;SK;Grün;Final;Hauptsitz;
47138;S C H I L T Z   SA;BE0430367224;BE0430367224;0;;;;
47329;ING. M. SCHURZ GesmbH;ATU62996878;ATU62996878;0;;;;
47391;Max Schön GmbH;DE183471625;;SK3;Grün;Final;Abhängige Niederlassung;
47428;Afvalstoffendienst 's-Hertogenbosch;NL001709124B01;NL001709124B01;0;;;;
47634;PFEIFER SOGEQUIP S.à.r.l.;LU11788852;LU11788852;0;Grün;Final;Hauptsitz;
47706;SSI Schäfer Shop GmbH;DE 8111 35 476;;0;Grün;Final;Hauptsitz;
47793;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
47933;Still Intern Transport B.V.;NL001382536B01;NL001382536B01;0;;;;
47938;STILL DANMARK A/S;DK63669318;DK63669318;0;;;;
47951;Stoll Hydraulics S.a.r.l.;LU19305918;LU19305918;0;;;;
48019;SUC Sächsische Umweltschutz Consulting GmbH;DE811137050;;0;Grün;Final;Hauptsitz;
48024;Suffel Fördertechnik GmbH & Co. KG;DE172529338;;SK;Grün;Final;Hauptsitz;
48025;Suffel Fördertechnik GmbH & Co. KG;DE172529338;;0;Grün;Final;Abhängige Niederlassung;
48026;Suffel Fördertechnik GmbH & Co. KG;DE172529338;;0;Grün;Final;Abhängige Niederlassung;
48029;SULO Umwelttechnik GmbH;DE257760343;;0;Grün;Final;Hauptsitz;
48067;Coca-Cola European Partners Deutschland GmbH;DE 811175457;;0;Grün;Final;Abhängige Niederlassung;Coca-Cola European Partners Deutschland GmbH, Stralauer Allee 4, 10245 Berlin
48123;Smit Maassluis;NL808199936B01;NL808199936B01;0;;;;
48165;Max Schön GmbH;DE183471625;;0;Grün;Final;Abhängige Niederlassung;
48169;S.K.P. nv;BE0418882127;BE0418882127;0;;;;
48304;S. SARESKOSKI OY;FI06546610;FI06546610;0;;;;
48851;SuperDrecksKescht;LU14581028;LU14581028;0;;;;
48857;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
48904;Schönmackers Umweltdienste GmbH & Co. KG;DE 812234152;;0;Grün;;Abhängige Niederlassung/ Betriebsstätte;
48912;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
48978;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;0;Grün;Final;Abhängige Niederlassung;
49011;BayWa AG  Schrobenhausen;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
49065;Schäfer Shop B.V.;NL006512732B01;NL006512732B01;SK3;;;;
49120;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
49124;SMEZO Handelsonderneming BV;NL007386242B01;NL007386242B01;0;;;;
49135;Siderius Heftruck B.V.;NL800155920B01;NL800155920B01;0;;;;
49156;S.T.V. Las- en Snijtechniek B.V.;NL803449215B01;NL803449215B01;0;;;;
49207;SAMIE S.A.;FR33602026627;FR33602026627;0;;;;
49210;SGS  Ewacs NV- F038001;BE0432390267;BE0432390267;SK3;;;;
49216;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
49262;Starlinger & Co. Gesellschaft m.b.H.;ATU14653604;ATU14653604;0;;;;
49317;Stadtreinigung Hamburg;DE811657326;;SK;Grün;Final;Hauptsitz;
49339;Stork Thermeq B.V.;NL855195551B01;NL855195551B01;0;;;;
49360;SEW USOCOME SAS;FR40421863259;FR40421863259;0;;;;
49384;Carl Stahl A/S;DK15228431;DK15228431;0;Grün;Final;Hauptsitz;
49447;Jansens & Dieperink B.V.;NL815335167B01;NL815335167B01;SK3;;;;
49456;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
49464;Gebrüder Schulte GmbH & Co. KG;DE123886941;;SK;Grün;Final;Hauptsitz;
49476;SEITH FRANCE SAS;FR06433170958;FR06433170958;0;;;;
49600;SCHAEFER AG;LU17205215;LU17205215;0;;;;
49639;STU Tanktechnik OHG;DE812703085;;0;Grün;Ust. ID ?;;
49666;SOGECA S.A.;FR57675820161;FR57675820161;0;;;;
49723;H.C. Slingsby p.l.c.;GB179328036;GB179328036;SK3;;;;
49818;SVG EUROPART GmbH;DE 224462081;;0;Grün;Final;Hauptsitz;
49849;BV Technische Handelmaatschappij;NL804921015B01;NL804921015B01;0;;;;
49918;Schaeffler Romania S.R.L.;RO14882941;RO14882941;0;;;;
49948;Stichting Kringloop Alphen a/d Rijn;NL800347778B01;NL800347778B01;0;;;;
49974;Spanelas AE;EL095170219;EL095170219;SK3;Grün;Final;Hauptsitz;
49989;D.F. Sarantopoulos S.A.;EL094079008;EL094079008;0;;;;
49999;Sokoa Industrie e.u.r.l.;FR20498661321;FR20498661321;0;;;;
50020;Carl Stahl Tech Service Spolka z.o.o.;PL5971555826;PL5971555826;0;Grün;;Hauptsitz;
50035;Sercables S.A.;ESA80694821;ESA80694821;0;;;;
50056;Carl Stahl AS;NO 988023671;;0;Grün;Final;Hauptsitz;Carl Stahl AS, Midtunheia 22, 5224 Nesttun, Norway
50060;Scanwaste DK;DK18708000;DK18708000;0;;;;
50088;Schippers Europe B.V.;BE0477820317;BE0477820317;0;;;;
50091;Scheuten Glas Hoorn b.v.;NL008890456B01;NL008890456B01;0;;;;
50093;Carl Stahl AB;SE556611728801;SE556611728801;0;Grün;;Hauptsitz;
50161;Yellow Shield Ltd;GB896036588;GB896036588;0;;;;
50199;Schönmackers Umweltdienste GmbH & Co. KG;DE 812234152;;SK;Grün;;Haupsitz;
50204;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
50207;STABAUTECH;PL6961341260;PL6961341260;0;;;;
50209;Schütter GmbH;ATU63094412;ATU63094412;0;;;;
50229;Dexerials Europe B.V.;NL800371136B01;NL800371136B01;0;;;;
50241;CIM SUCHAIL SAS;FR96604500439;FR96604500439;0;;;;
50320;Sermatec S.à.r.l.;LU20862610;LU20862610;0;;;;
50403;Saltigo GmbH;DE814473718;;SK;Grün;Final;Hauptsitz;
50408;Schönmackers Umweltdienste GmbH & Co. KG;DE 812234152;;SK3;Grün;;Duplikat für Zahlungsbedingung;
50416;Safelift Offshore Ltd;GB456317541;GB456317541;0;;;;
50456;Stafilopatis S.A.;EL094186705;EL094186705;SK3;;;;
50457;Carl Stahl Süd GmbH;DE811726093;;0;Grün;Final;Abhängige Niederlassung;
50550;Still N.V.;BE0418911326;BE0418911326;0;;;;
50594;Scan Lifting A/S;DK28850573;DK28850573;0;;;;
50595;Carl Stahl Hebetechnik GmbH;DE 175010510;;SK3;Grün;Final;Hauptsitz;
50647;Safetech;EL998983057;EL998983057;0;;;;
50655;Heinz Schnorpfeil Bau GmbH;DE218643108;;SK;Grün;Final;Hauptsitz;
50689;SARP OUEST SAS;FR92320816598;FR92320816598;0;;;;
50712;Joh. Steenkist - Schijfsma;NL806364890B01;NL806364890B01;0;;;;
50726;SSI Schäfer Shop GmbH;ATU58189409;ATU58189409;SK3;Grün;Fnal;Hauptsitz;
50740;Schmidt's Handelsgesellschaft mbH;ATU61513026;ATU61513026;0;;;;
50786;Carl Stahl AS;NO 988023671;;0;Grün;Final;Abhängige Niederlassung;
50800;SAFIA Garage- und Industriebedarf AG;CH106012551;;SK3;Grün;Final;Hauptsitz;
50846;Safetrade 24/7 Ltd;GB456317541;GB456317541;0;;;;
50855;Suffel Fördertechnik GmbH & Co. KG;DE172529338;;0;Grün;Final;Abhängige Niederlassung;
50895;SOLLEVATEC;IT02828910212;IT02828910212;0;;;;
50905;Sinntec Schmiersysteme GmbH;DE274842420;;SK3;Grün;Final;Hauptsitz;
50908;SKAMA;EL094041866;EL094041866;0;;;;
50951;Sympany;NL854316309B01;NL854316309B01;0;;;;
50984;Sens-interclean;NL803591433B01;NL803591433B01;0;;;;
51015;Spie Fondations SAS;FR87380149427;FR87380149427;0;;;;
51068;ter Hürne GmbH & Co. KG;DE123788176;DE123788176;SK;Grün;Final;Hauptsitz;
51101;SPANSET Nederland B.V.;NL851543054B01;NL851543054B01;0;;;;
51203;Swedmach d.o.o.;SI58565868;SI58565868;0;;;;
51218;Trumpf Werkzeugmaschinen GmbH & Co. KG;DE813103015;;SK3;Grün;Final;Hauptsitz;
51246;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;SK;Grün;Final;Abhängige Niederlassung;
51307;REMONDIS GmbH & Co. KG;DE121972114;;0;Grün;Final;Hauptsitz;
51356;TVH Parts NV;BE0425399042;BE0425399042;SK3;;;;
51477;Trumpf Machines S.A.R.L.;FR20333244796;FR20333244796;0;Grün;Final;Hauptsitz;
51521;Tyrolit;ATU36986605;ATU36986605;0;;;;
51562;TRUMPF Laser- und Systemtechnik GmbH;DE146016968;;0;Grün;Final;Hauptsitz;
51604;TEUNIS Industrietechniek B.V.;NL805330562B01;NL805330562B01;0;;;;
51608;A/S N.P. TRUCKS;DK25832213;DK25832213;0;;;;
51677;Technidis Docks Maritimes / Village;FR73333202166;FR73333202166;0;;;;
51754;TEMACO S.A.;FR56302396189;FR56302396189;0;;;;
51800;Gemeentewerken Texel;NL002000155B01;NL002000155B01;SK;Grün;Final;Hauptsitz;Gemeentewerken Texel, Emmalaan 15, 1791 AT Den Burg, Niederlande
51801;Tatenhove B.V.;NL802096694B01;NL802096694B01;SK3;;;;
51808;Ter Horst Metaaltechniek B.V.;NL817458980B01;NL817458980B01;0;;;;
51835;Trumpf Schweiz AG;CH103864888;;SK;Grün;Final;Hauptsitz;
51855;Twente Milieu;NL806240738B01;NL806240738B01;0;;;;
51869;TechProf Amsterdam B.V.;NL822057943B01;NL822057943B01;0;;;;
51892;Tesort spol s.r.o.;CZ61682918;CZ61682918;0;;;;
51898;Topserw / Stanislaw Echilczuk,;PL1250637992;PL1250637992;0;;;;
51906;Tretal Material Handling B.V.;NL851144226B01;NL851144226B01;SK3;Grün;Final;Abhängige Niederlassung;Tretal Material Handling, Nijverheidsstraat 8 c, 7641 AB Wierden, Niederlande 
51932;Fedo Beheer/TPSC;NL812708441B01;NL812708441B01;0;;;;
51956;Triadis Service SAS;FR14384545281;FR14384545281;0;;;;
51962;Toyota Material Handling Greece S.A.;EL094328343;EL094328343;0;;;;
51967;TPA S.A.S.;FR80507929206;FR80507929206;0;;;;
51971;TECHNIEK & BOUW Budel B.V.;NL809339055B01;NL809339055B01;0;;;;
51991;Tissot HandelsgesmbH;ATU63641189;ATU63641189;0;;;;
52059;PARTECH;LU22592442;LU22592442;0;;;;
52088;Tramag intern transport;NL822491825B01;NL822491825B01;SK;Grün;Final;Hauptsitz;
52096;THOME;FR96414983585;FR96414983585;0;;;;
52108;Toolsworld;NL001671994B28;NL001671994B28;0;;;;
52114;2TS s.r.o.;CZ27202895;CZ27202895;0;;;;
52122;Targoncaportal Kft;HU13334600;HU13334600;0;;;;
52149;TRUMPF Maschinen Austria GmbH & Co. KG;ATU22676502;ATU22676502;0;Grün;Final;Hauptsitz;
52156;Tessenderlo Chemie N.V./S.A.;BE0412101728;BE0412101728;0;;;;
52165;team baucenter GmbH & Co. KG;DE814659580;;SK;Grün;Final;Abhängige Niederlassung;team baucenter GmbH & Co. KG, team Allee 22, 24392 Süderbrarup
52167;TOOLS Finland Oy;FI24463966;FI24463966;0;;;;
52189;Tribo Sales Ltd.;IE3208717KH;IE3208717KH;0;;;;
52192;Tente Ltd.;IE4505229I;IE4505229I;0;;;;
52201;THOME SAS;FR96414983585;FR96414983585;0;;;;
52218;Tricom srl Concessionario carrelli;IT00683250492;IT00683250492;0;;;;
52223;Tramper Metaalbewerking BV;NL805746663B01;NL805746663B01;0;;;;
52224;TrasKungen AB;SE556917406201;SE556917406201;0;;;;
52228;TRIADE ELECTRONIQUE SAS;FR79391955747;FR79391955747;0;;;;
52233;TAP FRANCE SARL;FR06439494097;FR06439494097;SK3;;;;
52234;TLTP Environnement;FR07484999578;FR07484999578;SK3;Grün;Final;Hauptsitz;
52239;Technisches Betriebszentrum A.ö.R;DE814186053;;SK;Grün;Final;Hauptsitz;
52242;Temmerman Agro;NL143886071B01;NL143886071B01;0;;;;
52247;T.D. Williamson S.P.R.L.;BE0400359481;BE0400359481;0;;;;
52249;Technische Universiteit Eindhoven;NL001956218B01;NL001956218B01;0;;;;
52256;Toyota Material Handling Belgium NV/SA;BE0404934715;BE0404934715;0;;;;
52267;TROPIC-INTERPORT;BE0440065244;BE0440065244;0;;;;
52271;T.I.M.E. Service Catalyst Handling B.V.;NL820570151B01;NL820570151B01;0;;;;
52272;Technik Tomasz Malchrzak;PL8392259658;PL8392259658;0;;;;
52286;T.I.M.E. Service Catalyst Handling GmbH;DE812026862;DE812026862;0;;;;
53125;Max Urech AG;CHE109579707;;SK;Grün;Final;Hauptsitz;
53253;Multimac Ltd;GB404134110;GB404134110;SK;Grün;Final;Hauptsitz;
53288;UniCarriers Netherlands B.V.;NL001396894B01;NL001396894B01;0;;;;
53302;UniCarriers Denmark A/S;DK49710518;DK49710518;0;;;;
53314;University of Debrecen;HU17782218;HU17782218;0;;;;
53324;Uittenbogerd Heukelum;NL803719541B01;NL803719541B01;0;;;;
53329;U-W-T Stumpfoll GmbH;ATU66602615;ATU66602615;0;;;;
53332;Unit-T BVBA;BE0827605186;BE0827605186;0;;;;
53333;Umweltdienst Burgenland GmbH;ATU16255004;ATU16255004;0;;;;
53341;UNIMAN s.r.o.;CZ60719389;CZ60719389;0;;;;
55013;VANAS ENGINEERING N.V.;BE0894124224;BE0894124224;0;;;;
55108;VINK LISSE B.V.;NL001292894B01;NL001292894B01;SK;Grün;Final ;Hauptsitz;
55139;Volkswagen AG;DE 115235681;;0;Grün;Final;Hauptsitz;Volkswagen AG, Wolfsburg
55141;A. Vollebregt B.V.;NL007545733B01;NL007545733B01;0;;;;
55148;VORKTRUCKS HOLLAND BV;NL007491359B01;NL007491359B01;0;;;;
55158;Blumenbecker Industriebedarf GmbH;DE214670936;;0;Grün;Final;Abhängige Niederlassung;
55246;L. VAN VLIET VORKHEFTRUCKS;NL035161814B01;NL035161814B01;SK3;;;;
55272;HANDELSONDERNEMING DE VOS V.O.F.;NL805439316B01;NL805439316B01;0;;;;
